"","Estimate","Lower","Upper","analysis","modelForm","stepDist","turnDist","availablePerStep","branches","species","indi","tf","td","sigColour"
"ssfOUT_240_1_1_VULTURE.25",0.156707666059034,0.02456156268377,0.288853769434297,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.26",0.0590132702024882,-0.0868681642088922,0.204894704613869,"ssf","mf.ss","gamma","unif",5,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"no effect"
"ssfOUT_240_1_1_VULTURE.27",0.129267297554148,-0.00675981944519505,0.265294414553492,"ssf","mf.ss","gamma","unif",15,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"no effect"
"ssfOUT_240_1_1_VULTURE.28",0.16879784447523,0.0354476805817982,0.302148008368662,"ssf","mf.ss","gamma","unif",50,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.29",0.163947648543325,0.0315581278202318,0.296337169266418,"ssf","mf.ss","gamma","unif",158,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.30",0.152553452488774,0.0203102945261805,0.284796610451368,"ssf","mf.ss","gamma","unif",500,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.31",0.284853203417927,0.141755760568109,0.427950646267745,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.32",0.221845879030157,0.0849003586080223,0.358791399452291,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.33",0.238516762992836,0.104114957920362,0.372918568065309,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.34",0.207156651253639,0.0734402340760161,0.340873068431261,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.35",0.221120443159136,0.087939481380248,0.354301404938024,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.36",0.139069076881872,-0.00511941163918639,0.283257565402931,"ssf","mf.ss","exp","unif",5,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"no effect"
"ssfOUT_240_1_1_VULTURE.37",0.215569245622523,0.0782634048086068,0.35287508643644,"ssf","mf.ss","exp","unif",15,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.38",0.230994158903877,0.0966395447343666,0.365348773073388,"ssf","mf.ss","exp","unif",50,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.39",0.210669346510374,0.0774073784279039,0.343931314592844,"ssf","mf.ss","exp","unif",158,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_VULTURE.40",0.210888504106221,0.0776547534863489,0.344122254726093,"ssf","mf.ss","exp","unif",500,"ssfOUT_240_1_1_VULTURE","VULTURE",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.1",0.43541909898525,0.25690921831616,0.61392897965434,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.2",0.453457836587147,0.279248792016276,0.627666881158019,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.3",0.483693276563089,0.311365841289995,0.656020711836184,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.4",0.457627111403049,0.2866428550985,0.628611367707599,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.5",0.473722702556453,0.302794122988626,0.64465128212428,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.6",0.40793747631646,0.227386171136419,0.588488781496501,"ssf","mf.is","gamma","unif",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.7",0.462518884153638,0.289244957554872,0.635792810752403,"ssf","mf.is","gamma","unif",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.8",0.469053661044274,0.2987038197077,0.639403502380848,"ssf","mf.is","gamma","unif",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.9",0.479891581061191,0.308389116434596,0.651394045687785,"ssf","mf.is","gamma","unif",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.10",0.478228840205407,0.307293079601138,0.649164600809676,"ssf","mf.is","gamma","unif",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.11",0.106114337782346,-0.0725027246488635,0.284731400213555,"ssf","mf.is","exp","vonmises",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"no effect"
"ssfOUT_240_1_1_KINGCOBRA.12",0.302855030193178,0.130569326833954,0.475140733552403,"ssf","mf.is","exp","vonmises",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.13",0.350480457925874,0.178753643649757,0.522207272201992,"ssf","mf.is","exp","vonmises",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.14",0.430439965322565,0.258008388871115,0.602871541774016,"ssf","mf.is","exp","vonmises",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.15",0.464062920218496,0.290375149222387,0.637750691214605,"ssf","mf.is","exp","vonmises",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.16",0.338961105900602,0.155428435186128,0.522493776615075,"ssf","mf.is","exp","unif",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.17",0.318634828737178,0.14541206130674,0.491857596167617,"ssf","mf.is","exp","unif",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.18",0.383847407884562,0.211264765238656,0.556430050530468,"ssf","mf.is","exp","unif",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.19",0.460610513731315,0.286771069737516,0.634449957725113,"ssf","mf.is","exp","unif",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.20",0.437275874281669,0.264731622071335,0.609820126492004,"ssf","mf.is","exp","unif",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.21",0.450517458708913,0.271756176578037,0.62927874083979,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.22",0.473306355965768,0.298794453332706,0.647818258598829,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.23",0.505961060051874,0.333285251998801,0.678636868104946,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.24",0.479650999618729,0.308370173847925,0.650931825389532,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.25",0.492501079062762,0.321417801118709,0.663584357006814,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.26",0.420968387702951,0.240615145514208,0.601321629891695,"ssf","mf.ss","gamma","unif",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.27",0.479069908892976,0.305828233438555,0.652311584347397,"ssf","mf.ss","gamma","unif",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.28",0.486527590674644,0.316148347007305,0.656906834341983,"ssf","mf.ss","gamma","unif",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.29",0.495184639650461,0.323640757674583,0.666728521626339,"ssf","mf.ss","gamma","unif",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.30",0.494765543095796,0.323769478027494,0.665761608164097,"ssf","mf.ss","gamma","unif",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.31",0.360165794133353,0.185995386868034,0.534336201398671,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.32",0.494750149353511,0.326962758259862,0.66253754044716,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.33",0.470556102874731,0.305063040575519,0.636049165173942,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.34",0.488190097211085,0.32381270023985,0.65256749418232,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.35",0.494810034597446,0.330432799563194,0.659187269631698,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.36",0.460828665402761,0.284723739633662,0.636933591171861,"ssf","mf.ss","exp","unif",5,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.37",0.420737063625223,0.253368073213978,0.588106054036468,"ssf","mf.ss","exp","unif",15,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.38",0.484339200218877,0.31843684420562,0.650241556232134,"ssf","mf.ss","exp","unif",50,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.39",0.492269767259032,0.327166071465957,0.657373463052107,"ssf","mf.ss","exp","unif",158,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_1_KINGCOBRA.40",0.489684060832335,0.325215508862596,0.654152612802073,"ssf","mf.ss","exp","unif",500,"ssfOUT_240_1_1_KINGCOBRA","KINGCOBRA",1,1,240,"preference"
"ssfOUT_240_1_2_BADGER.1",0.486994032621303,0.371143348867156,0.60284471637545,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.2",0.482780965273432,0.370633242297206,0.594928688249658,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.3",0.471401435513556,0.3625803200719,0.580222550955212,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.4",0.460905335292587,0.352662521541074,0.569148149044101,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.5",0.464032317031304,0.356142742719507,0.571921891343101,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.6",0.463441153459988,0.346724901348107,0.58015740557187,"ssf","mf.is","gamma","unif",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.7",0.472297297791717,0.36073557232538,0.583859023258053,"ssf","mf.is","gamma","unif",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.8",0.427837198850498,0.318953689489679,0.536720708211316,"ssf","mf.is","gamma","unif",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.9",0.473921187444199,0.365737873368287,0.582104501520111,"ssf","mf.is","gamma","unif",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.10",0.459616363362374,0.35162152878872,0.567611197936029,"ssf","mf.is","gamma","unif",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.11",0.458346834446181,0.341864653156813,0.574829015735549,"ssf","mf.is","exp","vonmises",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.12",0.482663227162999,0.37148174298483,0.593844711341167,"ssf","mf.is","exp","vonmises",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.13",0.437930525741173,0.329079368406924,0.546781683075423,"ssf","mf.is","exp","vonmises",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.14",0.471013482657182,0.362773522276172,0.579253443038191,"ssf","mf.is","exp","vonmises",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.15",0.464263056971572,0.356164756742062,0.572361357201083,"ssf","mf.is","exp","vonmises",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.16",0.462413062601842,0.344861043657125,0.57996508154656,"ssf","mf.is","exp","unif",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.17",0.446039512925272,0.335418887932348,0.556660137918197,"ssf","mf.is","exp","unif",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.18",0.443139193138105,0.334077653695742,0.552200732580468,"ssf","mf.is","exp","unif",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.19",0.45682531974289,0.348569909282029,0.565080730203751,"ssf","mf.is","exp","unif",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.20",0.472048325545113,0.364029348209392,0.580067302880834,"ssf","mf.is","exp","unif",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.21",0.483344744088816,0.367392119795484,0.599297368382147,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.22",0.480744807444548,0.36830100508198,0.593188609807116,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.23",0.467095569730591,0.35798247773456,0.576208661726621,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.24",0.456335413585804,0.347842889793202,0.564827937378406,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.25",0.459920353699309,0.351796566565553,0.568044140833064,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.26",0.464785970798648,0.347964173537586,0.58160776805971,"ssf","mf.ss","gamma","unif",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.27",0.47174229247675,0.359983141518287,0.583501443435213,"ssf","mf.ss","gamma","unif",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.28",0.426073648826742,0.316902411149156,0.535244886504328,"ssf","mf.ss","gamma","unif",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.29",0.472690452329005,0.364252721767746,0.581128182890264,"ssf","mf.ss","gamma","unif",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.30",0.45792489033432,0.349708964548216,0.566140816120425,"ssf","mf.ss","gamma","unif",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.31",0.459654714279023,0.343198865742088,0.576110562815959,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.32",0.482902257021283,0.371731708692172,0.594072805350394,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.33",0.437072996220498,0.328235018154054,0.545910974286942,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.34",0.470533396561591,0.362319698476581,0.5787470946466,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.35",0.463853062544223,0.355775962853456,0.571930162234989,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.36",0.465838991250591,0.3483895576501,0.583288424851082,"ssf","mf.ss","exp","unif",5,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.37",0.451068962609163,0.340395336819222,0.561742588399105,"ssf","mf.ss","exp","unif",15,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.38",0.443305985106171,0.334268884705407,0.552343085506934,"ssf","mf.ss","exp","unif",50,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.39",0.458441210569458,0.350210101410443,0.566672319728472,"ssf","mf.ss","exp","unif",158,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_BADGER.40",0.473507751826051,0.365531279667815,0.581484223984287,"ssf","mf.ss","exp","unif",500,"ssfOUT_240_1_2_BADGER","BADGER",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.1",0.43557594713551,0.304562046347385,0.566589847923635,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.2",0.442662253525289,0.316945547252872,0.568378959797706,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.3",0.458848127988726,0.335137606904095,0.582558649073357,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.4",0.44501211645632,0.322028615428666,0.567995617483974,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.5",0.432121795024455,0.309315304965544,0.554928285083365,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.6",0.424729930495596,0.293159740366237,0.556300120624954,"ssf","mf.is","gamma","unif",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.7",0.42651980348189,0.300777525699924,0.552262081263855,"ssf","mf.is","gamma","unif",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.8",0.437297690496794,0.313457964175734,0.561137416817855,"ssf","mf.is","gamma","unif",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.9",0.43138365692491,0.308448748476518,0.554318565373303,"ssf","mf.is","gamma","unif",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.10",0.425703734253479,0.302905614488489,0.54850185401847,"ssf","mf.is","gamma","unif",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.11",0.373631171213024,0.239365340064404,0.507897002361644,"ssf","mf.is","exp","vonmises",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.12",0.458068698514183,0.331915998861785,0.584221398166582,"ssf","mf.is","exp","vonmises",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.13",0.45958471134812,0.335855294196589,0.58331412849965,"ssf","mf.is","exp","vonmises",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.14",0.437944887338102,0.314960484822942,0.560929289853262,"ssf","mf.is","exp","vonmises",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.15",0.42482673263178,0.302011609379898,0.547641855883663,"ssf","mf.is","exp","vonmises",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.16",0.422797908859278,0.289032636310598,0.556563181407958,"ssf","mf.is","exp","unif",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.17",0.477108005291294,0.350751813899502,0.603464196683086,"ssf","mf.is","exp","unif",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.18",0.44204971744753,0.318184251180226,0.565915183714835,"ssf","mf.is","exp","unif",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.19",0.442447318447545,0.319438319144531,0.565456317750558,"ssf","mf.is","exp","unif",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.20",0.444464614982683,0.321695739413303,0.567233490552062,"ssf","mf.is","exp","unif",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.21",0.432004013006379,0.301002158225565,0.563005867787193,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.22",0.441169671012744,0.315453892862429,0.566885449163058,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.23",0.457868307926831,0.334155818994695,0.581580796858967,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.24",0.44396855512247,0.320982564452182,0.566954545792758,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.25",0.431270614987623,0.308465180624231,0.554076049351015,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.26",0.424792427849452,0.293381166327484,0.556203689371419,"ssf","mf.ss","gamma","unif",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.27",0.434960418181684,0.309231394271046,0.560689442092323,"ssf","mf.ss","gamma","unif",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.28",0.443255641523069,0.319431492480805,0.567079790565333,"ssf","mf.ss","gamma","unif",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.29",0.438206619388411,0.315262605219709,0.561150633557113,"ssf","mf.ss","gamma","unif",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.30",0.432414669260236,0.309608987706114,0.555220350814359,"ssf","mf.ss","gamma","unif",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.31",0.374507417723805,0.24271514461778,0.50629969082983,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.32",0.438000757876778,0.311922187398807,0.564079328354749,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.33",0.438383888659157,0.31405354933722,0.562714227981093,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.34",0.405272461997561,0.281701535577918,0.528843388417204,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.35",0.397172922378489,0.273609683380439,0.52073616137654,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
"ssfOUT_240_1_2_VULTURE.36",0.393328894978126,0.261483043824895,0.525174746131357,"ssf","mf.ss","exp","unif",5,"ssfOUT_240_1_2_VULTURE","VULTURE",2,1,240,"preference"
