"","Estimate","Lower","Upper","analysis","modelForm","stepDist","turnDist","availablePerStep","branches","species","indi","tf","td","sigColour"
"ssfOUT_7_0.5_2_BADGER.4",1.27452027516169,0.527667308641583,2.0213732416818,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.5",1.24740900948439,0.527896549294251,1.96692146967454,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.6",1.37255687802248,0.590782591733672,2.1543311643113,"ssf","mf.is","gamma","unif",5,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.7",1.51073678515673,0.776453441078819,2.24502012923463,"ssf","mf.is","gamma","unif",15,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.8",1.11070831903101,0.381162780833451,1.84025385722857,"ssf","mf.is","gamma","unif",50,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.9",1.21136137007883,0.497552083627996,1.92517065652967,"ssf","mf.is","gamma","unif",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.10",1.24333797503878,0.518180018469727,1.96849593160782,"ssf","mf.is","gamma","unif",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.11",0.930214685586031,0.111072077009418,1.74935729416264,"ssf","mf.is","exp","vonmises",5,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.12",1.29821866476949,0.547883963652659,2.04855336588632,"ssf","mf.is","exp","vonmises",15,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.13",1.143524341967,0.416821898600522,1.87022678533347,"ssf","mf.is","exp","vonmises",50,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.14",1.46417830749177,0.726505723551976,2.20185089143156,"ssf","mf.is","exp","vonmises",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.15",1.19605709209108,0.474010763786845,1.9181034203953,"ssf","mf.is","exp","vonmises",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.16",1.17996805537298,0.45859550037293,1.90134061037302,"ssf","mf.is","exp","unif",5,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.17",1.45737314094496,0.716523979501064,2.19822230238886,"ssf","mf.is","exp","unif",15,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.18",1.02089573402945,0.316421781799701,1.7253696862592,"ssf","mf.is","exp","unif",50,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.19",1.39597005737578,0.651061884967582,2.14087822978397,"ssf","mf.is","exp","unif",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.20",1.17104417495539,0.447633128317666,1.89445522159311,"ssf","mf.is","exp","unif",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.21",1.30238138297229,0.526879047658069,2.07788371828651,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.22",1.53660511452956,0.77407335661753,2.29913687244159,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.23",1.10880686550213,0.388639749127159,1.82897398187709,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.24",1.29551100297201,0.539343105940638,2.05167890000339,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.25",1.26270377254178,0.534597655409185,1.99080988967437,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.26",1.40304499479635,0.633099513566436,2.17299047602626,"ssf","mf.ss","gamma","unif",5,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.27",1.5064268055648,0.758085368886353,2.25476824224325,"ssf","mf.ss","gamma","unif",15,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.28",1.13102271416084,0.391150560429659,1.87089486789202,"ssf","mf.ss","gamma","unif",50,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.29",1.24049000360213,0.519604721586779,1.96137528561748,"ssf","mf.ss","gamma","unif",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.30",1.26774798823326,0.535076648000627,2.00041932846589,"ssf","mf.ss","gamma","unif",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.31",0.948815744865866,0.150893721903335,1.7467377678284,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.32",1.58506265685811,0.825123739042989,2.34500157467323,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.33",1.47844018158412,0.731969322338327,2.22491104082991,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.34",1.43663217226992,0.719129300170688,2.15413504436916,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.35",1.4207456477397,0.698654211446577,2.14283708403283,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.36",1.40531762637581,0.704081750624347,2.10655350212728,"ssf","mf.ss","exp","unif",5,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.37",1.57682120948898,0.85526692896667,2.29837549001128,"ssf","mf.ss","exp","unif",15,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.38",1.33359512613654,0.625264693143787,2.04192555912929,"ssf","mf.ss","exp","unif",50,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.39",1.40031377742807,0.691950181329656,2.10867737352649,"ssf","mf.ss","exp","unif",158,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_BADGER.40",1.3818771964224,0.662499752736813,2.10125464010799,"ssf","mf.ss","exp","unif",500,"ssfOUT_7_0.5_2_BADGER","BADGER",2,2,7,"preference"
"ssfOUT_7_0.5_2_VULTURE.1",-0.108912737435892,-0.68493620673076,0.467110731858976,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.2",0.333189851783517,-0.202042340630183,0.868422044197216,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.3",-0.0420648240773659,-0.572713491714943,0.488583843560211,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.4",0.0376155379654138,-0.485864650120134,0.561095726050961,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.5",0.0436227604082921,-0.474878216496908,0.562123737313493,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.6",-0.0938721265688965,-0.680504999825557,0.492760746687764,"ssf","mf.is","gamma","unif",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.7",0.238770352249535,-0.294791831727003,0.772332536226074,"ssf","mf.is","gamma","unif",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.8",0.0856275029459113,-0.438589572538546,0.609844578430368,"ssf","mf.is","gamma","unif",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.9",0.00574869432566552,-0.513538534350897,0.525035923002228,"ssf","mf.is","gamma","unif",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.10",-0.00683453550424679,-0.527991391146822,0.514322320138328,"ssf","mf.is","gamma","unif",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.11",-0.244851627069182,-0.857198078719367,0.367494824581004,"ssf","mf.is","exp","vonmises",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.12",0.177355592215116,-0.363793618627508,0.71850480305774,"ssf","mf.is","exp","vonmises",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.13",0.126160468047392,-0.399809489718571,0.652130425813356,"ssf","mf.is","exp","vonmises",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.14",0.0768631888723007,-0.446991829138696,0.600718206883297,"ssf","mf.is","exp","vonmises",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.15",0.0668804454065451,-0.45329250942593,0.58705340023902,"ssf","mf.is","exp","vonmises",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.16",-0.0411487899540523,-0.657567072796404,0.575269492888299,"ssf","mf.is","exp","unif",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.17",-0.218886460769959,-0.76999816505923,0.332225243519312,"ssf","mf.is","exp","unif",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.18",0.0802507990111778,-0.447017833691524,0.60751943171388,"ssf","mf.is","exp","unif",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.19",0.108029975434673,-0.411418966230047,0.627478917099392,"ssf","mf.is","exp","unif",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.20",-0.00398915077602436,-0.524204875856432,0.516226574304384,"ssf","mf.is","exp","unif",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.21",-0.0891642554050392,-0.662933425067539,0.484604914257461,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.22",0.348443538026618,-0.186513318471776,0.883400394525013,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.23",-0.0352631311125232,-0.565859359987771,0.495333097762724,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.24",0.0384900345250405,-0.485021071346886,0.562001140396967,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.25",0.042739648272424,-0.475668914818005,0.561148211362853,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.26",-0.0874572184917714,-0.674012729668129,0.499098292684586,"ssf","mf.ss","gamma","unif",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.27",0.243858465574393,-0.2890552351208,0.776772166269585,"ssf","mf.ss","gamma","unif",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.28",0.0890743118785433,-0.434933570715012,0.613082194472099,"ssf","mf.ss","gamma","unif",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.29",0.0062183471257339,-0.512889705451204,0.525326399702672,"ssf","mf.ss","gamma","unif",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.30",-0.00664712746658162,-0.527743131584803,0.51444887665164,"ssf","mf.ss","gamma","unif",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.31",-0.420659512262013,-1.01388949654451,0.172570472020486,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.32",0.0959340058519227,-0.44584626818072,0.637714279884565,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.33",0.0183993401051625,-0.510675445764083,0.547474125974408,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.34",0.00267442332767296,-0.527699729034218,0.533048575689564,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.35",-0.0162860893815166,-0.541486631931798,0.508914453168765,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.36",-0.225064487764912,-0.814976556270142,0.364847580740317,"ssf","mf.ss","exp","unif",5,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.37",-0.181624332569124,-0.738347399161607,0.375098734023359,"ssf","mf.ss","exp","unif",15,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.38",-0.00162330850272374,-0.534341946593649,0.531095329588201,"ssf","mf.ss","exp","unif",50,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.39",0.0269717656360877,-0.497581237555704,0.55152476882788,"ssf","mf.ss","exp","unif",158,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_VULTURE.40",-0.0764107968209165,-0.602555487192194,0.449733893550361,"ssf","mf.ss","exp","unif",500,"ssfOUT_7_0.5_2_VULTURE","VULTURE",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.1",-0.115752201845434,-0.897531281597853,0.666026877906984,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.2",-0.263275801918635,-1.00469890608096,0.478147302243687,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.3",-0.121068893296173,-0.893475233217004,0.651337446624657,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.4",0.176083623113606,-0.590093767747824,0.942261013975037,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.5",0.0873242288366518,-0.686131751309423,0.860780208982726,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.6",0.40554070311778,-0.405487018616466,1.21656842485203,"ssf","mf.is","gamma","unif",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.7",0.0689647083614892,-0.708347132425529,0.846276549148507,"ssf","mf.is","gamma","unif",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.8",0.240006437387189,-0.54176489612583,1.02177777090021,"ssf","mf.is","gamma","unif",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.9",0.0330423039247972,-0.761220987849658,0.827305595699253,"ssf","mf.is","gamma","unif",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.10",0.0438146707187829,-0.721858746779788,0.809488088217354,"ssf","mf.is","gamma","unif",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.11",-0.333730879912904,-1.15310647871455,0.485644718888739,"ssf","mf.is","exp","vonmises",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.12",0.7702435129068,0.0409365668449646,1.49955045896864,"ssf","mf.is","exp","vonmises",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"preference"
"ssfOUT_7_0.5_2_KINGCOBRA.13",-0.0553830089360313,-0.782318853703078,0.671552835831015,"ssf","mf.is","exp","vonmises",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.14",0.286352863605139,-0.621491410164485,1.19419713737476,"ssf","mf.is","exp","vonmises",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.15",0.0609650308085924,-0.71192562017159,0.833855681788775,"ssf","mf.is","exp","vonmises",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.16",0.197542613195462,-0.622355830119739,1.01744105651066,"ssf","mf.is","exp","unif",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.17",0.201566646280584,-0.574476210656906,0.977609503218075,"ssf","mf.is","exp","unif",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.18",-0.0896657449878161,-0.903504745237906,0.724173255262273,"ssf","mf.is","exp","unif",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.19",0.332370792225446,-0.394949679252113,1.059691263703,"ssf","mf.is","exp","unif",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.20",-0.0234424752680416,-0.805557625756403,0.75867267522032,"ssf","mf.is","exp","unif",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.21",-0.149262667608771,-0.933767253374378,0.635241918156836,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.22",-0.259730267719666,-1.01088312735077,0.491422591911437,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.23",-0.115588119518487,-0.893017698201848,0.661841459164873,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.24",0.187612245831449,-0.580767979316465,0.955992470979362,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.25",0.0919280363632677,-0.689771359521343,0.873627432247879,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.26",0.410158857281052,-0.40362100182699,1.22393871638909,"ssf","mf.ss","gamma","unif",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.27",0.0917067263118662,-0.684484617268597,0.86789806989233,"ssf","mf.ss","gamma","unif",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.28",0.224512161939968,-0.561231088917997,1.01025541279793,"ssf","mf.ss","gamma","unif",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.29",0.0266967236044247,-0.777016952897556,0.830410400106406,"ssf","mf.ss","gamma","unif",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.30",0.0423117637345996,-0.727667930774021,0.81229145824322,"ssf","mf.ss","gamma","unif",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.31",-0.155175153458154,-0.992073732717328,0.681723425801019,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.32",0.218173702306263,-0.497143624132249,0.933491028744775,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.33",-0.0579694184374067,-0.809201443919552,0.693262607044738,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.34",-0.0617777783657937,-0.841999566603555,0.718444009871967,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.35",-0.114782552821973,-0.857901780924291,0.628336675280346,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.36",0.142935329632064,-0.645038116740297,0.930908776004424,"ssf","mf.ss","exp","unif",5,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.37",-0.0247649088653834,-0.777824110114396,0.728294292383629,"ssf","mf.ss","exp","unif",15,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.38",-0.153392463247404,-0.897224396542712,0.590439470047904,"ssf","mf.ss","exp","unif",50,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.39",-0.11519007246965,-0.844632267398713,0.614252122459413,"ssf","mf.ss","exp","unif",158,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_2_KINGCOBRA.40",-0.163053221796468,-0.906493646307759,0.580387202714823,"ssf","mf.ss","exp","unif",500,"ssfOUT_7_0.5_2_KINGCOBRA","KINGCOBRA",2,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.1",0.202802662548068,-0.456098542277069,0.861703867373205,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.2",0.0108318663722918,-0.634707058581362,0.656370791325945,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.3",-0.153680599101905,-0.793245488551208,0.485884290347397,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.4",-0.0062518667893966,-0.644274651175481,0.631770917596688,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.5",0.00529951972596691,-0.628756289057151,0.639355328509084,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.6",-0.305505245049803,-1.00402001088895,0.393009520789346,"ssf","mf.is","gamma","unif",5,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.7",0.105782636968221,-0.545838601620573,0.757403875557015,"ssf","mf.is","gamma","unif",15,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
"ssfOUT_7_0.5_3_BADGER.8",0.114415824014998,-0.531526011444565,0.760357659474562,"ssf","mf.is","gamma","unif",50,"ssfOUT_7_0.5_3_BADGER","BADGER",3,2,7,"no effect"
